Brand,Year,Model,Car/Suv,UsedOrNew,Transmission,Engine,DriveType,FuelType,ColourExtInt,CylindersinEngine,BodyType,Doors,Seats,Price
Mitsubishi,2019.0,Pajero,SUV,USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,White / -,4 cyl,SUV, 4 Doors, 7 Seats,38888
Isuzu,2020.0,D-MAX,Ute / Tray,USED,Automatic,"4 cyl, 3 L",Rear,Diesel,White / -,4 cyl,Ute / Tray, 4 Doors, 5 Seats,36999
Nissan,2013.0,Dualis,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Silver / -,4 cyl,SUV, 4 Doors, 5 Seats,16990
Nissan,2013.0,Micra,Hatchback,USED,Manual,"3 cyl, 1.2 L",Front,Unleaded,White / -,3 cyl,Hatchback, 5 Doors, 5 Seats,10990
Mercedes-Benz,2010.0,C63,Sedan,USED,Automatic,"8 cyl, 6.2 L",Rear,Premium,White / -,8 cyl,Sedan, 4 Doors, 5 Seats,69990
Mitsubishi,2010.0,Challenger,SUV,USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,Silver / -,4 cyl,SUV, 4 Doors, 5 Seats,12999
Jeep,2022.0,Wrangler,Newspot Jeep,DEMO,Automatic,"6 cyl, 3.6 L",4WD,Unleaded,Yellow / -,6 cyl,SUV, 4 Doors, 5 Seats,79990
Nissan,2010.0,X-Trail,SUV,USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,White / -,4 cyl,SUV, 4 Doors, 5 Seats,9999
Mercedes-Benz,2020.0,C300,Sedan,USED,Automatic,"4 cyl, 2 L",Rear,Unleaded,Black / Black,4 cyl,Sedan, 4 Doors, 5 Seats,69988
Hyundai,2017.0,Iload,Commercial,USED,Automatic,"4 cyl, 2.5 L",Rear,Diesel,White / -,4 cyl,Commercial, 4 Doors, 3 Seats,21999
Nissan,2013.0,Navara,Ute / Tray,USED,Manual,"4 cyl, 2.5 L",Rear,Diesel,Silver / Grey,4 cyl,Ute / Tray, 2 Doors, 3 Seats,13398
Hyundai,2014.0,I30,Hatchback,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,White / -,4 cyl,Hatchback, 5 Doors, 5 Seats,16950
MG,2022.0,HS,Springwood MG - New,DEMO,Automatic,"4 cyl, 1.5 L",Front,Hybrid,White / -,4 cyl,SUV, 4 Doors, 5 Seats,46990
Mitsubishi,2019.0,ASX,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Blue / Black,4 cyl,SUV, 4 Doors, 5 Seats,25880
Nissan,2013.0,Patrol,SUV,USED,Automatic,"4 cyl, 3 L",4WD,Diesel,White / Black,4 cyl,SUV, 4 Doors, 7 Seats,38778
Volkswagen,2021.0,Golf,Hatchback,USED,Automatic,"4 cyl, 2 L",AWD,Premium,White / -,4 cyl,Hatchback, 5 Doors, 5 Seats,72998
Holden,2011.0,Commodore,Ute / Tray,USED,Manual,"6 cyl, 3.6 L",Rear,Unleaded,Black / Black,6 cyl,Ute / Tray, 2 Doors, 2 Seats,18999
Ford,2018.0,Ranger,Ute / Tray,USED,Automatic,"4 cyl, 2.2 L",Rear,Diesel,White / Black,4 cyl,Ute / Tray, 4 Doors, 5 Seats,20950
Honda,2018.0,CR-V,SUV,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,Grey / Black Cloth,4 cyl,SUV, 4 Doors, 5 Seats,28999
Volkswagen,2018.0,Polo,Hatchback,USED,Automatic,"3 cyl, 1 L",Front,Premium,White / -,3 cyl,Hatchback, 5 Doors, 5 Seats,19800
Mitsubishi,2019.0,Outlander,SUV,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,Grey / Black,4 cyl,SUV, 4 Doors, 7 Seats,30990
GWM,2021.0,UTE,Ute / Tray,USED,Automatic,"4 cyl, 2 L",4WD,Diesel,White / Black,4 cyl,Ute / Tray, 4 Doors, 5 Seats,38990
Mercedes-Benz,2014.0,GL63,SUV,USED,Automatic,"8 cyl, 5.5 L",AWD,Premium,Silver / -,8 cyl,SUV, 4 Doors, 7 Seats,69990
Honda,2018.0,CR-V,SUV,USED,Automatic,"4 cyl, 1.5 L",AWD,Unleaded,White / -,4 cyl,SUV, 4 Doors, 5 Seats,39990
Mazda,2013.0,6,Sedan,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,White / -,4 cyl,Sedan, 4 Doors, 5 Seats,16990
Volkswagen,2022.0,Arteon,Doncaster Volkswagen,DEMO,Automatic,"4 cyl, 2 L",Front,Premium,Black / Black,4 cyl,Wagon, 4 Doors, 5 Seats,69990
Mini,2018.0,3D,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Premium,Green / Black,4 cyl,Hatchback, 3 Doors, 4 Seats,41999
Isuzu,2016.0,D-MAX,Ute / Tray,USED,Automatic,"4 cyl, 3 L",4WD,Diesel,White / -,4 cyl,Ute / Tray, 4 Doors, 5 Seats,38990
Maserati,2018.0,Levante,SUV,USED,Automatic,"6 cyl, 3 L",AWD,Premium,White / Leather,6 cyl,SUV, 4 Doors, 5 Seats,91990
Mazda,2004.0,3,Sedan,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Green / Black,4 cyl,Sedan, 4 Doors, 5 Seats,7990
Audi,2014.0,A1,Hatchback,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,Red / -,4 cyl,Hatchback, 5 Doors, 5 Seats,15683
Mazda,2020.0,CX-3,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Blue / -,4 cyl,SUV, 4 Doors, 5 Seats,31990
Nissan,2020.0,X-Trail,SUV,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,Grey / -,4 cyl,SUV, 4 Doors, 5 Seats,27990
Hyundai,2019.0,Kona,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Orange / Black,4 cyl,SUV, 4 Doors, 5 Seats,28900
Mitsubishi,2021.0,ASX,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,White / -,4 cyl,SUV, 4 Doors, 5 Seats,24888
Toyota,2015.0,Hilux,Ute / Tray,USED,Manual,"4 cyl, 3 L",4WD,Diesel,White / Black,4 cyl,Ute / Tray, 4 Doors, 5 Seats,24990
Suzuki,2019.0,Vitara,SUV,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,White / Cloth,4 cyl,SUV, 4 Doors, 5 Seats,24250
Toyota,2015.0,Fortuner,SUV,USED,Automatic,"4 cyl, 2.8 L",AWD,Diesel,Black / -,4 cyl,SUV, 4 Doors, 7 Seats,38990
Mazda,2023.0,CX-5,Rockdale Mazda New,NEW,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,White / Black Cloth,4 cyl,SUV, 4 Doors, 5 Seats,47188
Holden,2013.0,Colorado,Ute / Tray,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,Blue / -,4 cyl,Ute / Tray, 4 Doors, 5 Seats,29990
Land,2016.0,Rover,SUV,USED,Automatic,"8 cyl, 5 L",AWD,Premium,Blue / Black,8 cyl,SUV, 4 Doors, 5 Seats,147880
Honda,2013.0,Civic,Hatchback,USED,Automatic,"4 cyl, 1.8 L",Front,Premium,Red / -,4 cyl,Hatchback, 5 Doors, 5 Seats,17990
Toyota,2022.0,HiAce,Commercial,USED,Automatic,"4 cyl, 2.8 L",Rear,Diesel,White / Grey,4 cyl,Commercial, 5 Doors, 2 Seats,59990
Kia,2019.0,Cerato,Sedan,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Silver / Black,4 cyl,Sedan, 4 Doors, 5 Seats,24990
Toyota,2006.0,RAV4,SUV,USED,Automatic,"4 cyl, 2.4 L",4WD,Unleaded,Blue / -,4 cyl,SUV, 4 Doors, 5 Seats,11990
Mitsubishi,2019.0,Outlander,SUV,USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,White / -,4 cyl,SUV, 4 Doors, 5 Seats,29990
Audi,2015.0,A5,Hatchback,USED,Automatic,"4 cyl, 1.8 L",Front,Premium,Black / -,4 cyl,Hatchback, 5 Doors, 4 Seats,24990
Mitsubishi,2020.0,Express,Commercial,USED,Automatic,"4 cyl, 2 L",Rear,Diesel,White / -,4 cyl,Commercial, 4 Doors, 3 Seats,42995
Ford,2011.0,Ranger,Ute / Tray,USED,Manual,"4 cyl, 3 L",4WD,Diesel,Blue / -,4 cyl,Ute / Tray, 4 Doors, 5 Seats,17999
Opel,2013.0,Astra,Wagon,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,Blue / Black,4 cyl,Wagon, 4 Doors, 5 Seats,11700
Volkswagen,2019.0,Passat,Sedan,USED,Automatic,"4 cyl, 1.8 L",Front,Premium,Grey / Cloth,4 cyl,Sedan, 4 Doors, 5 Seats,24888
Lexus,2020.0,RX350,SUV,USED,Automatic,"6 cyl, 3.5 L",AWD,Premium,Gold / -,6 cyl,SUV, 4 Doors, 5 Seats,71990
Volkswagen,2019.0,Tiguan,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Premium,White / Cloth,4 cyl,SUV, 4 Doors, 5 Seats,41990
Toyota,2016.0,Hilux,Ute / Tray,USED,Automatic,"4 cyl, 2.7 L",Rear,Unleaded,White / -,4 cyl,Ute / Tray, 4 Doors, 5 Seats,29888
Toyota,2012.0,Landcruiser,Ute / Tray,USED,Manual,"8 cyl, 4.5 L",4WD,Diesel,- / -,8 cyl,Ute / Tray, 2 Doors, 2 Seats,53900
Hyundai,2017.0,I30,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Grey / -,4 cyl,Hatchback, 4 Doors, 5 Seats,22995
Mitsubishi,2021.0,ASX,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Grey / -,4 cyl,SUV, 4 Doors, 5 Seats,26888
Suzuki,2023.0,Jimny,SUV,USED,Manual,"4 cyl, 1.5 L",AWD,-,Grey / Black,4 cyl,SUV, 2 Doors, 4 Seats,43990
Ford,2019.0,Mustang,Coupe,USED,Automatic,"8 cyl, 5 L",Rear,Premium,Blue / -,8 cyl,Coupe, 2 Doors, 4 Seats,59990
Holden,2013.0,Barina,Hatchback,USED,Automatic,"4 cyl, 1.2 L",Front,Unleaded,White / Grey  Cloth,4 cyl,Hatchback, 5 Doors, 5 Seats,10990
Volkswagen,2018.0,Amarok,Ute / Tray,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,Grey / -,6 cyl,Ute / Tray, 4 Doors, 5 Seats,45830
Volvo,2022.0,XC40,SUV,USED,Automatic,"4 cyl, 2 L",Front,Premium,Blue / Black,4 cyl,SUV, 4 Doors, 5 Seats,51990
Toyota,2017.0,Hilux,Ute / Tray,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,Silver / -,4 cyl,Ute / Tray, 4 Doors, 5 Seats,40990
Kia,2021.0,Sportage,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,White / Black,4 cyl,SUV, 4 Doors, 5 Seats,64990
Hyundai,2003.0,Getz,Hatchback,USED,Manual,"4 cyl, 1.5 L",Front,Unleaded,Yellow / -,4 cyl,Hatchback, 3 Doors, 5 Seats,2999
BMW,2022.0,M5,Sedan,USED,Automatic,"8 cyl, 4.4 L",AWD,Premium,Blue / Beige,8 cyl,Sedan, 4 Doors, 5 Seats,219880
BMW,2014.0,320D,Sedan,USED,Automatic,"4 cyl, 2 L",Rear,Diesel,Silver / -,4 cyl,Sedan, 4 Doors, 5 Seats,26888
Mazda,2012.0,CX-5,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,White / -,4 cyl,SUV, 4 Doors, 5 Seats,17990
Holden,2006.0,Commodore,Ute / Tray,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,Silver / Black,6 cyl,Ute / Tray, 2 Doors, 2 Seats,8990
Subaru,2009.0,Liberty,Sedan,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,Grey / -,4 cyl,Sedan, 4 Doors, 5 Seats,11995
Audi,2014.0,Q7,SUV,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,White / Black,6 cyl,SUV, 4 Doors, 7 Seats,24880
Volvo,2010.0,XC60,SUV,USED,Automatic,"6 cyl, 3 L",AWD,Premium,Silver / -,6 cyl,SUV, 4 Doors, 5 Seats,15999
Mitsubishi,2007.0,Express,Commercial,USED,Manual,"4 cyl, 2.4 L",Rear,Unleaded,White / Grey,4 cyl,Commercial, 2 Doors, 2 Seats,11460
Nissan,2018.0,Qashqai,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Blue / -,4 cyl,SUV, 4 Doors, 5 Seats,31990
Volkswagen,2020.0,Tiguan,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Premium,Black / Titanium Black,4 cyl,SUV, 4 Doors, 7 Seats,40999
Mercedes-Benz,2022.0,A250,Hatchback,USED,Automatic,"4 cyl, 2 L",AWD,Premium,Yellow / Black,4 cyl,Hatchback, 5 Doors, 5 Seats,64868
BMW,2019.0,X3,SUV,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,Grey / Black,6 cyl,SUV, 4 Doors, 5 Seats,74990
Volkswagen,2015.0,Golf,Hatchback,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,Grey / -,4 cyl,Hatchback, 5 Doors, 5 Seats,18990
Mitsubishi,2021.0,Eclipse,SUV,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,Grey / Black,4 cyl,SUV, 4 Doors, 5 Seats,39990
Holden,2012.0,Cruze,Hatchback,USED,Manual,"4 cyl, 1.8 L",Front,Unleaded,Blue / -,4 cyl,Hatchback, 5 Doors, 5 Seats,6999
Mitsubishi,2022.0,Outlander,SUV,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,Grey / -,4 cyl,SUV, 4 Doors, 7 Seats,51990
Skoda,2018.0,Karoq,SUV,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,White / Black,4 cyl,SUV, 4 Doors, 5 Seats,33990
Volkswagen,2019.0,Golf,Hatchback,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,Grey / -,4 cyl,Hatchback, 5 Doors, 5 Seats,28977
Isuzu,2016.0,D-MAX,Ute / Tray,USED,Automatic,"4 cyl, 3 L",4WD,Diesel,White / Black,4 cyl,Ute / Tray, 4 Doors, 5 Seats,35995
Lexus,2018.0,NX300,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Premium,Grey / Black Leather,4 cyl,SUV, 4 Doors, 5 Seats,56990
Volkswagen,2023.0,T-Cross,Alto Volkswagen North Shore New Cars,DEMO,Automatic,"3 cyl, 1 L",Front,Premium,White / Black/Grey,3 cyl,SUV, 4 Doors, 5 Seats,42990
Ssangyong,2023.0,Musso,Bay City HSV & Suzuki,NEW,Automatic,"4 cyl, 2.2 L",4WD,Diesel,White / Black,4 cyl,Ute / Tray, 4 Doors, 5 Seats,46685
Mitsubishi,2015.0,Pajero,SUV,USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,Silver / Black Leather,4 cyl,SUV, 4 Doors, 7 Seats,27995
Audi,2019.0,Q2,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Premium,Silver / -,4 cyl,SUV, 4 Doors, 5 Seats,42369
Mini,2017.0,Clubman,Wagon,USED,Automatic,"4 cyl, 2 L",Front,Premium,White / Black,4 cyl,Wagon, 4 Doors, 5 Seats,34990
Nissan,2017.0,Navara,Ute / Tray,USED,Manual,"4 cyl, 2.3 L",4WD,Diesel,- / Black,4 cyl,Ute / Tray, 4 Doors, 5 Seats,34888
GWM,2022.0,Haval,Hillcrest GWM HAVAL,NEW,Automatic,"4 cyl, 1.5 L",Front,Hybrid,Black / -,4 cyl,SUV, 4 Doors, 5 Seats,41485
BMW,2016.0,M5,Sedan,USED,Automatic,"8 cyl, 4.4 L",Rear,Premium,Black / -,8 cyl,Sedan, 4 Doors, 5 Seats,79990
Suzuki,2008.0,Grand,SUV,USED,Manual,"4 cyl, 2 L",4WD,Unleaded,Silver / -,4 cyl,SUV, 4 Doors, 5 Seats,14995
Mitsubishi,2015.0,ASX,SUV,USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,Blue / -,4 cyl,SUV, 4 Doors, 5 Seats,17880
Kia,2019.0,Carnival,Wagon,USED,Automatic,"4 cyl, 2.2 L",Front,Diesel,White / -,4 cyl,Wagon, 4 Doors, 8 Seats,37888
Jeep,2022.0,Grand,Newspot Jeep,DEMO,Automatic,"6 cyl, 3.6 L",4WD,-,Silver / -,6 cyl,SUV, 4 Doors, 5 Seats,70990
Subaru,2020.0,Outback,SUV,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,White / Black,4 cyl,SUV, 4 Doors, 5 Seats,34888
Skoda,2020.0,Kodiaq,SUV,USED,Automatic,"4 cyl, 2 L",4WD,Premium,Grey / Black Leather,4 cyl,SUV, 4 Doors, 7 Seats,44999
Mitsubishi,2019.0,Eclipse,SUV,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,Silver / Black,4 cyl,SUV, 4 Doors, 5 Seats,29950
Mitsubishi,2020.0,ASX,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,White / Standard Trim,4 cyl,SUV, 4 Doors, 5 Seats,23488
Volkswagen,2005.0,Golf,Hatchback,USED,Manual,"4 cyl, 2 L",Front,Premium,Grey / Grey,4 cyl,Hatchback, 5 Doors, 5 Seats,8888
Ford,2019.0,Focus,Hatchback,USED,Automatic,"3 cyl, 1.5 L",Front,Unleaded,White / -,3 cyl,Hatchback, 5 Doors, 5 Seats,22999
Jeep,2014.0,Compass,SUV,USED,Manual,"4 cyl, 2 L",Rear,Premium,White / Cloth,4 cyl,SUV, 4 Doors, 5 Seats,12900
Ford,2011.0,Territory,SUV,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,Black / -,6 cyl,SUV, 4 Doors, 5 Seats,6990
Mazda,2023.0,CX-8,Mount Gravatt Mazda New,NEW,Automatic,"4 cyl, 2.2 L",AWD,Diesel,Black / -,4 cyl,SUV, 4 Doors, 7 Seats,71989
Mazda,2023.0,CX-8,Mount Gravatt Mazda New,NEW,Automatic,"4 cyl, 2.5 L",Front,-,Black / -,4 cyl,SUV, 4 Doors, 7 Seats,65888
Mitsubishi,2021.0,Triton,Ute / Tray,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,White / -,4 cyl,Ute / Tray, 4 Doors, 5 Seats,43990
Volkswagen,2009.0,Tiguan,SUV,USED,Manual,"4 cyl, 2 L",4WD,Diesel,Red / Grey,4 cyl,SUV, 4 Doors, 5 Seats,6995
Land,2019.0,Rover,SUV,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,White / -,6 cyl,SUV, 4 Doors, 5 Seats,104900
Honda,2020.0,Civic,Hatchback,USED,Manual,"4 cyl, 2 L",Front,Premium,White / -,4 cyl,Hatchback, 5 Doors, 4 Seats,33270
Mitsubishi,2016.0,Triton,Ute / Tray,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,White / -,4 cyl,Ute / Tray, 4 Doors, 5 Seats,34995
Volkswagen,2011.0,Amarok,Ute / Tray,USED,Manual,"4 cyl, 2 L",4WD,Diesel,White / Black,4 cyl,Ute / Tray, 4 Doors, 5 Seats,16980
Mazda,2023.0,CX-3,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,White / -,4 cyl,SUV, 4 Doors, 5 Seats,31950
Nissan,2009.0,Navara,Ute / Tray,USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,White / -,4 cyl,Ute / Tray, 4 Doors, 5 Seats,12990
Ford,2019.0,Ranger,Ute / Tray,USED,Automatic,"4 cyl, 2 L",4WD,Diesel,White / Black,4 cyl,Ute / Tray, 4 Doors, 5 Seats,58990
Volkswagen,2011.0,Caddy,Wagon,USED,Manual,"4 cyl, 1.6 L",Front,Diesel,White / Grey Cloth,4 cyl,Wagon, 5 Doors, 5 Seats,10999
Hyundai,2023.0,Kona,Brighton Hyundai,DEMO,Automatic,"4 cyl, 1.6 L",AWD,Unleaded,Grey / Black,4 cyl,SUV, 4 Doors, 5 Seats,46027
Mitsubishi,2013.0,Pajero,SUV,USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,Grey / Grey,4 cyl,SUV, 4 Doors, 7 Seats,22999
Holden,2017.0,Captiva,SUV,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,Silver / -,4 cyl,SUV, 4 Doors, 5 Seats,19988
Volkswagen,2021.0,Tiguan,SUV,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,White / -,4 cyl,SUV, 4 Doors, 5 Seats,39990
Volkswagen,2017.0,Golf,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Premium,White / -,4 cyl,Hatchback, 5 Doors, 5 Seats,30990
Mazda,2020.0,CX-5,SUV,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,Grey / -,4 cyl,SUV, 4 Doors, 5 Seats,40898
Toyota,2021.0,Corolla,Hatchback,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,White / 44Fa20,4 cyl,Hatchback, 5 Doors, 5 Seats,29888
Mercedes-Benz,2017.0,C200,Sedan,USED,Automatic,"4 cyl, 2 L",Rear,Hybrid,Silver / Black,4 cyl,Sedan, 4 Doors, 4 Seats,45980
Mazda,2017.0,CX-5,SUV,USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,Grey / Black,4 cyl,SUV, 4 Doors, 5 Seats,24970
Kia,2010.0,Grand,Wagon,USED,Automatic,"6 cyl, 3.8 L",Front,Unleaded,Blue / -,6 cyl,Wagon, 4 Doors, 8 Seats,12990
GWM,2022.0,Haval,Kedron Haval & Great Wall Online,NEW,Automatic,"4 cyl, 2 L",Front,Premium,Grey / Black Cloth,4 cyl,SUV, 4 Doors, 5 Seats,33485
HSV,2017.0,Senator,Sedan,USED,Automatic,"8 cyl, 6.2 L",Rear,Premium,Grey / -,8 cyl,Sedan, 4 Doors, 5 Seats,115900
Holden,2015.0,Commodore,Sedan,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,Silver / Black,6 cyl,Sedan, 4 Doors, 5 Seats,26990
Ford,2022.0,Ranger,Ute / Tray,USED,Automatic,"4 cyl, 2 L",4WD,Diesel,Black / -,4 cyl,Ute / Tray, 4 Doors, 4 Seats,61850
Nissan,2005.0,Navara,Ute / Tray,USED,Manual,"4 cyl, 3 L",4WD,Diesel,Silver / -,4 cyl,Ute / Tray, 2 Doors, 2 Seats,11990
Hyundai,2020.0,I30,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,White / -,4 cyl,Hatchback, 4 Doors, 5 Seats,21977
Toyota,2019.0,Camry,Sedan,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,White / -,4 cyl,Sedan, 4 Doors, 5 Seats,36995
Hyundai,2018.0,I40,Sedan,USED,Automatic,"4 cyl, 1.7 L",Front,Diesel,Silver / -,4 cyl,Sedan, 4 Doors, 5 Seats,22999
Nissan,2005.0,Patrol,Ute / Tray,USED,Manual,"6 cyl, 4.2 L",4WD,Diesel,White / -,6 cyl,Ute / Tray, 2 Doors, 3 Seats,45990
Subaru,2006.0,Forester,SUV,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,White / -,4 cyl,SUV, 4 Doors, 5 Seats,5995
Audi,2015.0,Q5,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,Grey / -,4 cyl,SUV, 4 Doors, 5 Seats,24990
MG,2023.0,ZST,Alto Blacktown MG,NEW,Automatic,"4 cyl, 1.5 L",Front,-,Red / Black & Grey Cloth,4 cyl,SUV, 5 Doors, 5 Seats,27690
Toyota,2020.0,Hilux,Ute / Tray,USED,Automatic,"4 cyl, 2.7 L",Rear,Unleaded,White / -,4 cyl,Ute / Tray, 2 Doors, 2 Seats,28999
Ford,2015.0,Ranger,Ute / Tray,USED,Manual,"5 cyl, 3.2 L",4WD,Diesel,White / Black,5 cyl,Ute / Tray, 4 Doors, 4 Seats,26990
Ford,2002.0,F250,Ute / Tray,USED,Automatic,"8 cyl, 7.3 L",4WD,Diesel,Black / -,8 cyl,Ute / Tray, 4 Doors, 5 Seats,79900
Abarth,2021.0,595,Hatchback,USED,Manual,"4 cyl, 1.4 L",Front,Premium,Black / Black,4 cyl,Hatchback, 3 Doors, 4 Seats,36990
Tesla,2017.0,Model,SUV,USED,Automatic,0 L,4WD,Electric,Blue / -,0 L,SUV, 4 Doors, 5 Seats,79800
Honda,2015.0,Jazz,Hatchback,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,Yellow / -,4 cyl,Hatchback, 5 Doors, 5 Seats,12999
Toyota,2007.0,Aurion,Sedan,USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,Black / -,6 cyl,Sedan, 4 Doors, 5 Seats,9990
Hyundai,2018.0,Iload,Commercial,USED,Automatic,"4 cyl, 2.5 L",Rear,Diesel,White / -,4 cyl,Commercial, 4 Doors, 3 Seats,32800
Hyundai,2020.0,I30,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,White / Black,4 cyl,Hatchback, 4 Doors, 5 Seats,22990
Mazda,2023.0,CX-8,Rockdale Mazda New,DEMO,Automatic,"4 cyl, 2.5 L",Front,-,White / Black Leather,4 cyl,SUV, 4 Doors, 7 Seats,64688
Ford,2017.0,Ranger,Ute / Tray,USED,Automatic,"5 cyl, 3.2 L",Rear,Diesel,White / Black,5 cyl,Ute / Tray, 4 Doors, 4 Seats,30980
Subaru,2021.0,Forester,SUV,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,Silver / Black,4 cyl,SUV, 4 Doors, 5 Seats,38998
Suzuki,2022.0,Jimny,SUV,USED,Automatic,"4 cyl, 1.5 L",AWD,Unleaded,Grey / Cloth,4 cyl,SUV, 2 Doors, 4 Seats,44450
Toyota,2022.0,Landcruiser,Ute / Tray,USED,Manual,"8 cyl, 4.5 L",AWD,Diesel,Gold / Black,8 cyl,Ute / Tray, 4 Doors, 5 Seats,122990
Toyota,2018.0,Landcruiser,SUV,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,Silver / -,4 cyl,SUV, 4 Doors, 7 Seats,53962
Nissan,2015.0,Altima,Sedan,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,Brown / Black,4 cyl,Sedan, 4 Doors, 5 Seats,18965
Holden,2006.0,Calais,Sedan,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,Grey / -,6 cyl,Sedan, 4 Doors, 5 Seats,10990
Renault,2022.0,Arkana,SUV,USED,Automatic,"4 cyl, 1.3 L",Front,Unleaded,White / -,4 cyl,SUV, 4 Doors, 5 Seats,36500
Renault,2021.0,Koleos,SUV,USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,White / -,4 cyl,SUV, 4 Doors, 5 Seats,39950
Toyota,2018.0,Hilux,Ute / Tray,USED,Automatic,"4 cyl, 2.7 L",Rear,Unleaded,White / -,4 cyl,Ute / Tray, 2 Doors, 2 Seats,23999
Mitsubishi,2020.0,ASX,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Grey / Black,4 cyl,SUV, 4 Doors, 5 Seats,31990
Mazda,2005.0,3,Sedan,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Silver / -,4 cyl,Sedan, 4 Doors, 5 Seats,8990
Toyota,2017.0,Corolla,Hatchback,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,White / -,4 cyl,Hatchback, 5 Doors, 5 Seats,20990
Ford,2019.0,Endura,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,Silver / Black,4 cyl,SUV, 4 Doors, 5 Seats,40888
